DATE,UNRATE,CPIAUCSL_PC1
2000-03-01,4.0,3.76214
2000-04-01,3.8,3.01386
2000-05-01,4.0,3.13253
2000-06-01,4.0,3.73494
2000-07-01,4.0,3.59928
2000-08-01,4.1,3.35129
2000-09-01,3.9,3.45650
2000-10-01,3.9,3.45033
2000-11-01,3.9,3.44418
2000-12-01,3.9,3.43602
2001-01-01,4.2,3.72120
2001-02-01,4.2,3.52941
2001-03-01,4.3,2.98246
2001-04-01,4.4,3.21826
2001-05-01,4.3,3.56308
2001-06-01,4.5,3.19396
2001-07-01,4.6,2.72148
2001-08-01,4.9,2.72148
2001-09-01,5.0,2.59217
2001-10-01,5.3,2.12766
2001-11-01,5.5,1.89437
2001-12-01,5.7,1.60367
2002-01-01,5.7,1.19590
2002-02-01,5.7,1.13636
2002-03-01,5.7,1.36286
2002-04-01,5.9,1.64399
2002-05-01,5.8,1.24083
2002-06-01,5.8,1.06922
2002-07-01,5.8,1.46561
2002-08-01,5.7,1.74746
2002-09-01,5.7,1.51600
2002-10-01,5.7,2.02703
2002-11-01,5.9,2.25352
2002-12-01,6.0,2.48027
2003-01-01,5.8,2.75746
2003-02-01,5.9,3.14607
2003-03-01,5.9,3.02521
2003-04-01,6.0,2.17513
2003-05-01,6.1,1.89415
2003-06-01,6.3,1.94878
2003-07-01,6.2,2.05556
2003-08-01,6.1,2.21607
2003-09-01,6.1,2.37832
2003-10-01,6.0,2.04194
2003-11-01,5.8,1.92837
2003-12-01,5.7,2.03520
2004-01-01,5.7,2.02629
2004-02-01,5.6,1.68845
2004-03-01,5.8,1.74008
2004-04-01,5.6,2.29258
2004-05-01,5.6,2.89776
2004-06-01,5.6,3.16767
2004-07-01,5.5,2.93958
2004-08-01,5.4,2.54743
2004-09-01,5.4,2.53917
2004-10-01,5.5,3.19091
2004-11-01,5.4,3.62162
2004-12-01,5.4,3.34232
2005-01-01,5.3,2.84487
2005-02-01,5.4,3.05303
2005-03-01,5.2,3.20684
2005-04-01,5.2,3.36179
2005-05-01,5.1,2.86929
2005-06-01,5.0,2.54103
2005-07-01,5.0,3.06716
2005-08-01,4.9,3.64693
2005-09-01,5.0,4.74183
2005-10-01,5.0,4.35010
2005-11-01,5.0,3.33855
2005-12-01,4.9,3.33855
2006-01-01,4.7,4.01879
2006-02-01,4.8,3.63825
2006-03-01,4.7,3.41792
2006-04-01,4.7,3.61384
2006-05-01,4.6,3.97727
2006-06-01,4.6,4.18172
2006-07-01,4.7,4.10467
2006-08-01,4.7,3.92657
2006-09-01,4.5,2.01207
2006-10-01,4.4,1.40633
2006-11-01,4.5,1.96870
2006-12-01,4.4,2.52398
2007-01-01,4.6,2.07577
2007-02-01,4.5,2.42026
2007-03-01,4.4,2.79820
2007-04-01,4.5,2.59292
2007-05-01,4.4,2.70989
2007-06-01,4.6,2.69277
2007-07-01,4.7,2.31789
2007-08-01,4.6,1.89745
2007-09-01,4.7,2.83383
2007-10-01,4.7,3.61070
2007-11-01,4.7,4.37327
2007-12-01,5.0,4.10881
2008-01-01,5.0,4.29470
2008-02-01,4.9,4.14296
2008-03-01,5.1,3.97490
2008-04-01,5.0,3.90376
2008-05-01,5.4,4.08841
2008-06-01,5.6,4.93597
2008-07-01,5.8,5.49751
2008-08-01,6.1,5.30802
2008-09-01,6.1,4.95332
2008-10-01,6.5,3.73106
2008-11-01,6.8,1.09992
2008-12-01,7.3,-0.02223
2009-01-01,7.8,-0.11359
2009-02-01,8.3,0.00846
2009-03-01,8.7,-0.44648
2009-04-01,9.0,-0.57632
2009-05-01,9.4,-1.01576
2009-06-01,9.5,-1.22917
2009-07-01,9.5,-1.95876
2009-08-01,9.6,-1.48384
2009-09-01,9.8,-1.37794
2009-10-01,10.0,-0.22397
2009-11-01,9.9,1.91459
2009-12-01,9.9,2.81412
2010-01-01,9.8,2.62111
2010-02-01,9.8,2.15134
2010-03-01,9.9,2.28617
2010-04-01,9.9,2.20677
2010-05-01,9.6,2.00355
2010-06-01,9.4,1.12156
2010-07-01,9.4,1.34078
2010-08-01,9.5,1.15018
2010-09-01,9.5,1.11831
2010-10-01,9.4,1.16670
2010-11-01,9.8,1.08454
2010-12-01,9.3,1.43779
2011-01-01,9.1,1.70078
2011-02-01,9.0,2.12490
2011-03-01,9.0,2.61924
2011-04-01,9.1,3.07723
2011-05-01,9.0,3.45897
2011-06-01,9.1,3.50232
2011-07-01,9.0,3.57988
2011-08-01,9.0,3.75500
2011-09-01,9.0,3.81262
2011-10-01,8.8,3.52227
2011-11-01,8.6,3.45143
2011-12-01,8.5,3.06207
2012-01-01,8.3,3.00877
2012-02-01,8.3,2.89818
2012-03-01,8.2,2.58288
2012-04-01,8.2,2.27316
2012-05-01,8.2,1.73794
2012-06-01,8.2,1.65387
2012-07-01,8.2,1.41751
2012-08-01,8.1,1.68593
2012-09-01,7.8,1.94972
2012-10-01,7.8,2.15568
2012-11-01,7.7,1.79602
2012-12-01,7.9,1.75950
2013-01-01,8.0,1.68406
2013-02-01,7.7,2.01814
2013-03-01,7.5,1.51875
2013-04-01,7.6,1.13881
2013-05-01,7.5,1.39039
2013-06-01,7.5,1.71579
2013-07-01,7.3,1.88547
2013-08-01,7.2,1.53881
2013-09-01,7.2,1.09473
2013-10-01,7.2,0.87680
2013-11-01,6.9,1.23287
2013-12-01,6.7,1.51284
2014-01-01,6.6,1.55776
2014-02-01,6.7,1.12047
2014-03-01,6.7,1.61269
2014-04-01,6.2,2.01513
2014-05-01,6.3,2.16695
2014-06-01,6.1,2.05898
2014-07-01,6.2,1.97424
2014-08-01,6.1,1.71510
2014-09-01,5.9,1.68405
2014-10-01,5.7,1.60954
2014-11-01,5.8,1.23152
2014-12-01,5.6,0.65312
2015-01-01,5.7,-0.22993
2015-02-01,5.5,-0.08703
2015-03-01,5.4,-0.02203
2015-04-01,5.4,-0.10403
2015-05-01,5.6,0.03503
2015-06-01,5.3,0.17957
2015-07-01,5.2,0.22569
2015-08-01,5.1,0.24130
2015-09-01,5.0,0.00884
2015-10-01,5.0,0.12762
2015-11-01,5.1,0.43632
2015-12-01,5.0,0.63872
2016-01-01,4.8,1.23750
2016-02-01,4.9,0.84728
2016-03-01,5.0,0.89162
2016-04-01,5.1,1.17263
2016-05-01,4.8,1.07848
2016-06-01,4.9,1.07929
2016-07-01,4.8,0.86836
2016-08-01,4.9,1.05532
2016-09-01,5.0,1.54864
2016-10-01,4.9,1.68592
2016-11-01,4.7,1.68433
2016-12-01,4.7,2.05080
2017-01-01,4.7,2.51039
2017-02-01,4.6,2.81036
2017-03-01,4.4,2.44120
2017-04-01,4.4,2.17622
2017-05-01,4.4,1.85634
2017-06-01,4.3,1.64057
2017-07-01,4.3,1.72511
2017-08-01,4.4,1.92812
2017-09-01,4.3,2.18057
2017-10-01,4.2,2.02076
2017-11-01,4.2,2.17249
2017-12-01,4.1,2.12993
2018-01-01,4.0,2.15132
2018-02-01,4.1,2.26347
2018-03-01,4.0,2.33095
2018-04-01,4.0,2.47100
2018-05-01,3.8,2.78192
2018-06-01,4.0,2.80755
2018-07-01,3.8,2.85412
2018-08-01,3.8,2.64292
2018-09-01,3.7,2.33206
2018-10-01,3.8,2.49203
2018-11-01,3.8,2.14733
2018-12-01,3.9,2.00238
2019-01-01,4.0,1.48759
2019-02-01,3.8,1.51886
2019-03-01,3.8,1.88319
2019-04-01,3.7,2.00058
2019-05-01,3.6,1.79591
2019-06-01,3.6,1.67119
2019-07-01,3.7,1.82633
2019-08-01,3.6,1.73764
2019-09-01,3.5,1.68450
2019-10-01,3.6,1.73397
2019-11-01,3.6,2.09229
2019-12-01,3.6,2.31953
2020-01-01,3.6,2.51226
2020-02-01,3.5,2.33974
2020-03-01,4.4,1.52314
2020-04-01,14.8,0.34988
2020-05-01,13.2,0.21622
